School Year,RCDT Code,District Name,Enrollment Range,Enrollment Count,Salary Program,Month Salary Schedule Adopted,Signed Written Agreement,Local Affiliation,Meeting(s) Between School Board and Superintendent Based on Discussions With Teachers,Salary Program (Merit or Performance),Severance Pay,Early Retirement Program,Sick Leave Bank,Direct Reimbursement for Expenses,Leave with Pay,Sick Leave > 80 Days,Bachelor's Beginning Salary,Bachelor's Maximum Salary,Bachelor's Years to Max,Master's Beginning Salary,Master's Maximum Salary,Master's Years to Max,Master's 30-32+ Beginning Salary,Master's 30-32+ Maximum Salary,Master's 30-32+ Years to Max,Highest Scheduled Salary,Years to Highest Scheduled Salary,Education Level Required to Reach Highest Salary,Additional Hours Required to Reach Highest Salary,All Full-time Employees Eligible to Receive the Same Fringe Benefit Coverage,Teacher Retirement System Monies Included in Salary Schedule,Percentage of Board Paid TRS (Part D),Annual Dental Premium for Employee,Percentage of Employee Dental Paid by Employer,Annual Dental Premium for Family,Percentage of Family Dental Paid by Employer,Annual Disability Insurance Premium for Employee,Percentage of Employee Disability Insurance Paid by Employer,Annual Disability Insurance Premium for Family,Percentage of Family Disability Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Employee,Percentage of Employee Hospitalization Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Family,Percentage of Family Hospitalization Insurance Paid by Employer,Annual Life Insurance Premium for Employee,Percentage of Employee Life Insurance Paid by Employer,Annual Life Insurance Premium for Family,Percentage of Family Life Insurance Paid by Employer,Annual Prescription Insurance Premium for Employee,Percentage of Employee Prescription Insurance Paid by Employer,Annual Prescription Insurance Premium for Family,Percentage of Family Prescription Insurance Paid by Employer,Annual Vision Insurance Premium for Employee,Percentage of Employee Vision Insurance Paid by Employer,Annual Vision Insurance Premium for Family,Percentage of Family Vision Insurance Paid by Employer,Cafeteria Plan 1,Cafeteria Plan 2,Cafeteria Plan 3,Cafeteria Plan 4,CAFTERIA PLAN (1-4) MEMBER COST,CAFTERIA PLAN (1-4) MEMBER PERCENT PAID BY EMPLOYER,CAFTERIA PLAN (1-4) FAMILY COST,CAFTERIA PLAN (1-4) FAMILY PERCENT PAID BY EMPLOYER,OTHER BENEFIT TYPE 1,OTHER BENEFIT TYPE 2,OTHER BENEFIT TYPE 3,OTHER BENEFIT TYPE 4,OTHER BENEFITS (1-4) MEMBER COST,OTHER BENEFITS (1-4) MEMBER PERCENT PAID BY EMPLOYER,OTHER BENEFITS (1-4) FAMILY COST,OTHER BENEFITS (1-4) FAMILY PERCENT PAID BY EMPLOYER,EXPIRATION DATE OF CONTRACT,MASTERS 10TH YEAR SALARY,DOES CONTRACT CONTAIN FAIR SHARE PROVISION?,LONGEVITY PAY PROVIDED BY CONTRACT?,LONGEVITY BACHELORS MAXIMUM,YEARS TO LONGEVITY BACHELORS MAXIMUM,LONGEVITY MASTERS MAXIMUM,YEARS TO LONGEVITY MASTERS MAXIMUM,LONGEVITY MASTERS 30-32+ MAXIMUM ,YEARS TO LONGEVITY MASTERS 30-32+ MAXIMUM ,LONGEVITY HIGHEST SCHEDULED SALARY MAXIMUM,LONGEVITY HIGHEST YEAR SCHEDULED SALARY MAXIMUM,"DAYS PERSONAL, BUSINESS OR EMERGENCY LEAVE W/PAY",DAYS SICK LEAVE ACCUnlimitedMUnlimitedLATION BEYOND 180 DAYS
2019,50082187026,Cahokia CUSD 187,"3,000-5,999",4065,Salary Schedule,September or later,Yes,IFT-AFT,,,,Yes,,Yes,Yes,Yes,"$44,993.00","$74,399.00",25,"$48,147.00","$80,692.00",25,"$51,129.00","$84,991.00",25,"$86,090.00",25,Doctor's,0,Yes,Yes,9.9,$309.00,100,$657.00,50,NULL,NULL,NULL,NULL,"$7,680.00",100,"$7,920.00",47,$16.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$65.00,0,$140.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-21,"$60,351.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,340
2019,50082188022,Brooklyn UD 188,Under 500,163,Salary Schedule,September or later,Yes,IFT-AFT,,,Yes,,Yes,,Yes,Yes,"$45,353.00","$66,502.00",30,"$47,801.00","$75,187.00",30,$0.00,$0.00,NULL,"$76,532.00",30,Master's,16,Yes,Yes,0,$427.00,100,"$1,038.00",0,NULL,NULL,NULL,NULL,"$9,244.00",80,"$14,976.00",1,$94.00,100,NULL,NULL,NULL,100,NULL,NULL,$86.00,0,$267.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$58,971.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,50082189022,East St Louis SD 189,"3,000-5,999",6872,Salary Schedule,September or later,Yes,IFT-AFT,,,Yes,,,Yes,Yes,Yes,"$43,214.00","$74,865.00",19,"$46,238.00","$77,869.00",19,"$48,761.00","$80,412.00",19,"$80,412.00",19,Master's,30,Yes,No,1.4,$317.00,100,$475.00,0,NULL,5,NULL,NULL,"$8,631.00",100,"$5,868.00",0,$96.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$66.00,100,$128.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$62,063.00",2,1,"$78,865.00",23,"$81,889.00",23,84412,23,"$84,412.00",23,2,U
2019,50082196026,Dupo CUSD 196,500-999,1219,Salary Schedule,January or before,Yes,IFT-AFT,,,,Yes,Yes,,Yes,Yes,"$36,720.00","$65,577.00",35,"$41,126.00","$73,445.00",35,"$45,533.00","$81,315.00",35,"$81,315.00",35,Master's,32,Yes,No,9,$564.00,0,$941.00,0,$0.00,0,$0.00,0,"$8,278.00",74,"$14,515.00",46,$17.00,100,$0.00,0,$0.00,0,$0.00,0,$110.00,0,$174.00,0,Life Insurance,,,,"$2,100.00",100,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$47,488.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,50082201017,Belleville Twp HSD 201,"3,000-5,999",5337,Salary Schedule,July,Yes,IFT-AFT,,,Yes,Yes,Yes,Yes,Yes,Yes,"$38,000.00","$76,381.00",21,"$40,000.00","$82,523.00",21,"$42,000.00","$85,308.00",21,"$86,635.00",21,Master's,45,Yes,No,9,$457.00,100,$807.00,55,NULL,NULL,NULL,NULL,"$8,088.00",8,"$10,368.00",50,$12.00,100,NULL,NULL,NULL,8,NULL,50,$93.00,0,$241.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-19,"$65,791.00",1,1,"$83,675.00",25,"$96,318.00",25,99401,25,"$100,859.00",25,16,U
2019,50082203017,O Fallon Twp HSD 203,"1,000-2,999",2629,Salary Schedule,August,Yes,IFT-AFT,,,Yes,,,Yes,Yes,Yes,"$43,956.00","$65,501.00",15,"$47,557.00","$86,281.00",22,"$49,125.00","$89,066.00",23,"$90,435.00",23,Doctor's,0,Yes,Yes,9.9,$467.00,100,"$1,547.00",30,NULL,0,NULL,0,"$6,228.00",80,"$19,633.00",75,$30.00,100,NULL,0,NULL,0,NULL,0,$140.00,100,$366.00,38,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-23,"$61,219.00",2,1,"$71,001.00",19,"$91,781.00",27,94566,28,"$95,935.00",28,2,340
2019,50082801060,Belleville Area Special Services,"3,000-5,999",NULL,Salary Schedule,September or later,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$42,385.00","$51,149.00",13,"$44,733.00","$55,323.00",13,"$48,834.00","$75,979.00",20,"$78,011.00",20,Doctor's,0,Yes,Yes,9.9,$0.00,0,$0.00,0,$0.00,0,$0.00,0,"$6,768.00",100,"$14,526.00",97,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-20,"$51,911.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.5,U
2019,51065200026,Greenview CUSD 200,Under 500,261,Salary Schedule,May,Yes,IEA-NEA,,,,,Yes,Yes,,,"$34,449.00","$48,198.00",20,"$36,819.00","$58,638.00",24,NULL,NULL,NULL,"$66,588.00",24,Master's,24,Yes,Yes,9,$0.00,0,$0.00,0,$0.00,0,$0.00,0,"$9,240.00",25,$0.00,0,$0.00,0,$0.00,0,$0.00,80,$0.00,0,NULL,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,May-21,"$44,506.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,51065202026,Porta CUSD 202,"1,000-2,999",1207,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$36,188.00","$47,160.00",16,"$38,895.00","$59,087.00",24,"$42,174.00","$68,310.00",27,"$68,310.00",27,Master's,40,Yes,Yes,9.9,$369.00,0,$794.00,0,$0.00,0,$0.00,0,"$7,096.00",90,"$17,295.00",0,$17.00,100,$0.00,0,$0.00,0,$0.00,0,$87.00,0,$185.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$46,277.00",1,1,"$50,112.00",31,"$62,786.00",31,72586,31,"$72,586.00",31,3,340
2019,51065213026,Athens CUSD 213,"1,000-2,999",1164,Salary Schedule,August,Yes,IEA-NEA,,,,,,,Yes,Yes,"$38,467.00","$58,493.00",24,"$41,986.00","$61,995.00",24,$0.00,$0.00,NULL,"$64,096.00",24,Master's,24,Yes,Yes,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$5,640.00",100,"$5,640.00",30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$47,809.00",2,1,"$59,663.00",34,"$63,235.00",34,NULL,NULL,"$65,378.00",34,3,340
2019,51084001026,Tri City CUSD 1,500-999,631,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,,Yes,Yes,Yes,"$35,756.00","$55,288.00",29,"$37,340.00","$63,578.00",29,"$38,139.00","$67,147.00",29,"$67,147.00",29,Master's,32,Yes,Yes,9,$324.00,100,$961.00,38,NULL,NULL,NULL,NULL,"$10,424.00",60,"$26,779.00",48,"$25,000.00",100,NULL,NULL,NULL,60,NULL,48,$82.00,100,$159.00,16,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$44,928.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,352
2019,51084003A26,Rochester CUSD 3A,"1,000-2,999",2369,Policy No Schedule,August,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$43,508.00","$68,230.00",31,"$48,367.00","$91,590.00",31,"$52,771.00","$70,052.00",25,"$91,590.00",31,Master's,0,Yes,Yes,9.9,$413.00,0,$846.00,0,$0.00,0,$0.00,0,"$7,488.00",95,"$16,440.00",0,$35.00,95,$5.00,0,$0.00,95,$0.00,0,$97.00,0,$183.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-19,"$52,284.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,51084005026,Ball Chatham CUSD 5,"3,000-5,999",5126,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,,"$40,391.00","$56,833.00",24,"$43,406.00","$65,927.00",24,"$46,335.00","$70,897.00",24,"$73,535.00",24,Master's,48,Yes,Yes,9,$481.00,0,"$1,102.00",0,NULL,NULL,NULL,NULL,"$7,152.00",100,"$12,564.00",0,$27.00,100,NULL,NULL,NULL,100,NULL,NULL,$71.00,0,$155.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$50,755.00",1,1,"$58,087.00",26,"$67,633.00",26,72750,26,"$75,451.00",26,2,NULL
2019,51084008026,Pleasant Plains CUSD 8,"1,000-2,999",1336,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$37,407.00","$52,064.00",20,"$41,596.00","$62,535.00",20,"$45,786.00","$66,728.00",20,"$67,794.00",20,Master's,40,Yes,No,9.9,$599.00,0,"$1,764.00",0,NULL,NULL,NULL,NULL,"$9,132.00",71,"$31,692.00",20,$89.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$52,064.00",1,1,"$58,403.00",21,"$69,816.00",21,74637,21,"$75,860.00",21,3,U
2019,51084010026,Auburn CUSD 10,"1,000-2,999",1495,Salary Schedule,June,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$37,064.00","$67,556.00",35,"$39,028.00","$71,137.00",35,"$40,525.00","$73,866.00",35,"$76,699.00",35,Master's,48,Yes,Yes,9,$340.00,0,$842.00,0,NULL,NULL,NULL,NULL,"$8,505.00",53,"$15,376.00",0,$18.00,100,NULL,NULL,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$46,331.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,360
2019,51084010061,Sangamon Area Spec Ed Dist,"1,000-2,999",NULL,Policy No Schedule,July,Yes,IEA-NEA,,,,Yes,,Yes,Yes,Yes,"$35,387.00","$52,207.00",20,"$39,872.00","$56,692.00",20,"$44,357.00","$61,174.00",20,"$61,174.00",20,Master's,32,Yes,Yes,9.4,$384.00,0,$929.00,0,$0.00,0,$0.00,0,"$7,608.00",91,"$15,499.00",45,$24.00,0,$24.00,0,$0.00,0,$0.00,0,$94.00,0,$181.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-20,"$48,282.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,200
2019,51084011026,Pawnee CUSD 11,500-999,669,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$41,471.00","$54,334.00",29,"$43,669.00","$61,367.00",29,"$45,867.00","$63,565.00",29,"$63,565.00",29,Master's,32,Yes,Yes,9.9,$364.00,0,$981.00,0,$0.00,0,$0.00,0,"$8,104.00",87,"$19,346.00",0,$21.00,100,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,,Prescription,Education,,"$1,027.00",0,"$19,346.00",0,7,3,2,NULL,"$1,800.00",100,$0.00,0,Aug-20,"$48,175.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,400
2019,51084014026,Riverton CUSD 14,"1,000-2,999",1666,Policy No Schedule,May,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Yes,Yes,0,$389.00,0,"$1,411.00",0,"$1,203.00",0,NULL,NULL,"$5,469.00",80,"$16,796.00",26,$18.00,80,$35.00,41,NULL,NULL,NULL,NULL,$97.00,0,$263.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,400
2019,51084015026,Williamsville CUSD 15,"1,000-2,999",1597,Salary Schedule,September or later,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$40,664.00","$49,710.00",15,"$45,078.00","$55,543.00",15,"$49,310.00","$59,774.00",15,"$62,948.00",15,Doctor's,0,Yes,Yes,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Prescription,Annuity,,"$6,567.00",93,"$6,567.00",93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$51,368.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,400
2019,51084016026,New Berlin CUSD 16,500-999,1036,Salary Schedule,February,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$36,779.00","$45,850.00",11,"$43,806.00","$63,052.00",21,"$50,833.00","$71,026.00",21,"$71,026.00",21,Master's,32,Yes,Yes,9.9,$399.00,0,"$1,588.00",0,$0.00,0,$0.00,0,"$7,344.00",88,"$27,228.00",24,$20.00,100,$0.00,0,NULL,88,NULL,24,$74.00,0,$186.00,0,,Cash,Prescription,Health,"$7,344.00",88,"$27,228.00",24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$52,900.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,360
2019,51084186025,Springfield SD 186,"12,000 and over",17480,Salary Schedule,August,Yes,IEA-NEA,,,Yes,,Yes,,Yes,Yes,"$39,416.00","$56,322.00",10,"$45,402.00","$66,641.00",12,"$52,130.00","$77,162.00",14,"$83,033.00",15,Master's,48,Yes,Yes,9.9,$319.00,0,$760.00,0,$0.00,0,$0.00,0,"$8,561.00",96,"$10,530.00",0,$41.00,100,$28.00,0,$0.00,96,$0.00,0,$78.00,0,$168.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$60,538.00",1,1,"$62,234.00",25,"$72,553.00",25,83074,25,"$88,945.00",25,3,360
2019,51084790040,Capital Area Career Center,500-999,NULL,Policy No Schedule,July,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$35,072.00","$55,403.00",15,"$39,432.00","$59,852.00",15,"$43,792.00","$65,808.00",16,"$68,034.00",16,Master's,48,Yes,Yes,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,$36.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,"$9,483.00",75,"$22,768.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$52,757.00",1,1,"$88,331.00",34,"$92,761.00",34,96945,34,"$99,161.00",34,2,340
2019,53060126026,Havana CUSD 126,500-999,1090,Salary Schedule,August,Yes,IFT-AFT,,,,,Yes,Yes,Yes,Yes,"$34,509.00","$50,071.00",25,"$36,627.00","$53,143.00",25,"$38,874.00","$56,404.00",25,"$56,404.00",25,Master's,32,Yes,No,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Education,Prescription,Cash,"$7,272.00",92,"$11,556.00",0,5,1,NULL,NULL,$16.00,100,NULL,NULL,Aug-21,"$41,878.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,400
2019,53060189026,Illini Central CUSD 189,500-999,871,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$38,226.00","$62,950.00",33,"$41,317.00","$66,041.00",33,"$44,407.00","$69,131.00",33,"$69,131.00",33,Master's,32,Yes,Yes,9,$501.00,0,"$1,533.00",0,$0.00,0,$0.00,0,"$7,392.00",85,"$27,816.00",0,$69.00,100,$0.00,0,$0.00,85,$0.00,0,$0.00,0,$0.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$48,270.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,53060191026,Midwest Central CUSD 191,500-999,1059,Salary Schedule,July,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$36,765.00","$59,558.00",35,"$40,740.00","$65,804.00",35,"$45,145.00","$72,724.00",35,"$72,724.00",35,Master's,32,Yes,Yes,9.9,$528.00,91,$984.00,21,NULL,NULL,NULL,NULL,"$9,636.00",90,"$13,644.00",33,$11.00,100,$0.00,0,NULL,90,NULL,33,$144.00,0,$276.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$48,260.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,355
2019,53090050002,District 50 Schools,500-999,817,Salary Schedule,September or later,Yes,IFT-AFT,,,,Yes,,Yes,Yes,,"$37,833.00","$58,315.00",35,"$39,255.00","$66,086.00",35,"$41,203.00","$72,408.00",35,"$72,408.00",35,Master's,32,Yes,Yes,9.9,NULL,75,NULL,75,NULL,NULL,NULL,NULL,"$9,195.00",75,"$26,810.00",75,$228.00,75,NULL,75,NULL,NULL,NULL,NULL,NULL,75,NULL,75,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-22,"$45,808.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
2019,53090051002,Central SD 51,"1,000-2,999",1422,Salary Schedule,September or later,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$38,989.00","$60,418.00",31,"$42,758.00","$66,824.00",31,"$46,077.00","$71,462.00",31,"$71,462.00",31,Master's,32,No,No,9.9,NULL,95,NULL,NULL,$184.00,100,NULL,NULL,"$9,195.00",95,"$17,615.00",0,$35.00,100,NULL,NULL,NULL,95,NULL,NULL,NULL,95,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$49,978.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,350
2019,53090052002,Washington SD 52,500-999,1011,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$37,123.00","$48,315.00",15,"$39,401.00","$60,746.00",24,"$41,819.00","$80,811.00",36,"$80,811.00",36,Master's,32,Yes,Yes,9.9,NULL,70,NULL,70,NULL,NULL,NULL,NULL,"$9,195.00",70,"$26,810.00",70,NULL,70,NULL,70,NULL,70,NULL,70,NULL,70,NULL,70,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-20,"$46,674.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,53090076002,Creve Coeur SD 76,500-999,677,Salary Schedule,May,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$39,938.00","$57,967.00",23,"$43,242.00","$72,312.00",31,"$46,546.00","$75,616.00",31,"$76,442.00",31,Master's,42,Yes,Yes,9.9,$454.00,90,"$1,595.00",90,$0.00,0,$0.00,0,"$7,711.00",90,"$22,011.00",90,$71.00,100,$0.00,0,$0.00,90,$0.00,90,$108.00,0,$284.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-22,"$50,676.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,53090085002,Robein SD 85,Under 500,167,Salary Schedule,July,Yes,IFT-AFT,,,,,,Yes,Yes,,"$38,747.00","$64,514.00",35,"$43,405.00","$70,408.00",35,"$45,734.00","$73,091.00",35,"$73,091.00",35,Master's,32,Yes,Yes,9.9,$411.00,95,"$1,153.00",80,NULL,NULL,NULL,NULL,"$4,974.00",95,"$13,407.00",80,NULL,100,NULL,NULL,NULL,95,NULL,80,$75.00,95,$233.00,80,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-19,"$49,249.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
2019,53090086002,East Peoria SD 86,"1,000-2,999",1798,Salary Schedule,July,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$39,678.00","$58,571.00",20,"$41,959.00","$78,825.00",35,"$43,478.00","$79,584.00",35,"$80,345.00",35,Master's,45,Yes,Yes,9,$374.00,85,$693.00,77,NULL,NULL,NULL,NULL,"$11,976.00",85,"$24,375.00",77,$84.00,100,$84.00,100,NULL,NULL,NULL,NULL,$60.00,85,$98.00,77,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$49,375.00",1,1,"$60,068.00",35,"$79,213.00",36,80733,36,"$81,492.00",36,2,340
2019,53090098002,Rankin CSD 98,Under 500,237,Salary Schedule,July,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$37,224.00","$44,367.00",11,"$40,652.00","$63,730.00",31,NULL,NULL,NULL,"$66,213.00",32,Master's,16,Yes,No,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Health,Prescription,Education,"$8,136.00",89,NULL,NULL,5,NULL,NULL,NULL,$34.00,100,NULL,NULL,Jun-19,"$47,125.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,53090102002,N Pekin & Marquette Hght SD 102,500-999,660,Salary Schedule,July,Yes,IFT-AFT,,,,,Yes,Yes,Yes,Yes,"$41,689.00","$64,405.00",36,"$46,091.00","$72,624.00",36,"$50,327.00","$76,862.00",36,"$76,862.00",36,Master's,32,Yes,Yes,0,$432.00,50,"$1,008.00",0,NULL,NULL,NULL,NULL,"$5,220.00",80,"$11,520.00",53,$18.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$55,625.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,355
2019,53090108002,Pekin PSD 108,"3,000-5,999",4135,Salary Schedule,March,Yes,IEA-NEA,,,,Yes,,Yes,Yes,Yes,"$37,288.00","$56,305.00",17,"$42,881.00","$69,897.00",21,"$46,610.00","$78,771.00",23,"$78,771.00",23,Master's,30,Yes,Yes,9.9,$462.00,69,"$1,175.00",61,$205.00,100,$0.00,0,"$8,347.00",84,"$15,860.00",70,$35.00,100,$0.00,0,$0.00,84,$0.00,70,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-19,"$54,459.00",1,1,"$57,961.00",34,"$71,553.00",34,80427,34,"$80,427.00",34,2,360
2019,53090137002,South Pekin SD 137,Under 500,251,Policy No Schedule,March,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$36,285.00",$0.00,NULL,"$38,824.00",$0.00,NULL,"$40,276.00",$0.00,NULL,"$61,315.00",NULL,Master's,30,Yes,No,0,$454.00,100,"$1,100.00",0,$0.00,0,$0.00,0,"$3,628.00",80,"$14,177.00",0,$37.00,100,$361.00,0,$0.00,80,$0.00,0,$101.00,100,$234.00,0,,Cash,Prescription,Education,"$5,500.00",0,"$5,500.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-19,"$47,326.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,354
